| 0F37h | 01011001 | (59h)
| 0F38h | 00000110 | (06h)
| 0F39h | 00110110 | (36h)
| 0F3Ah | 00001101 | (0Dh)
| 0F3Bh | 00110110 | (36h)
| 0F3Ch | 00111011 | (3Bh)
| 0F3Dh | 00010101 | (15h)
| 0F3Eh | 10100101 | (A5h)
| 0F3Fh | 01100101 | (65h)
| 0F40h | 11110010 | (F2h)
| 0F41h | 00110110 | (36h)
| 0F42h | 10011011 | (9Bh)
| 0F43h | 01100001 | (61h)
| 0F44h | 10101110 | (AEh)
| 0F45h | 00111000 | (38h)
| 0F46h | 00011110 | (1Eh)
| 0F47h | 10000000 | (80h)
| 0F48h | 01010001 | (51h)
| 0F49h | 01011010 | (5Ah)
| 0F4Ah | 00100101 | (25h)
| 0F4Bh | 01010111 | (57h)
| 0F4Ch | 11110001 | (F1h)
| 0F4Dh | 00100101 | (25h)
| 0F4Eh | 01111000 | (78h)
| 0F4Fh | 01111101 | (7Dh)
| 0F50h | 10110010 | (B2h)
| 0F51h | 00001000 | (08h)
| 0F52h | 00100110 | (26h)
| 0F53h | 10010101 | (95h)
| 0F54h | 10011001 | (99h)
| 0F55h | 01000011 | (43h)
| 0F56h | 01101100 | (6Ch)
| 0F57h | 00011011 | (1Bh)
| 0F58h | 10111111 | (BFh)
| 0F59h | 11111100 | (FCh)
| 0F5Ah | 10001110 | (8Eh)
| 0F5Bh | 11000001 | (C1h)
| 0F5Ch | 10101101 | (ADh)
| 0F5Dh | 10100010 | (A2h)
| 0F5Eh | 11111110 | (FEh)
| 0F5Fh | 11011110 | (DEh)
| 0F60h | 10111000 | (B8h)
| 0F61h | 00011101 | (1Dh)
| 0F62h | 11101111 | (EFh)
| 0F63h | 01101100 | (6Ch)
| 0F64h | 10011111 | (9Fh)
| 0F65h | 11110011 | (F3h)
| 0F66h | 10011101 | (9Dh)
| 0F67h | 00110010 | (32h)
| 0F68h | 00000101 | (05h)
| 0F69h | 00011010 | (1Ah)
| 0F6Ah | 11011110 | (DEh)
| 0F6Bh | 01001001 | (49h)
| 0F6Ch | 01001110 | (4Eh)
| 0F6Dh | 00001101 | (0Dh)
| 0F6Eh | 10100111 | (A7h)
| 0F6Fh | 00011111 | (1Fh)
| 0F70h | 11011110 | (DEh)
| 0F71h | 11101111 | (EFh)
| 0F72h | 10011000 | (98h)
| 0F73h | 00111110 | (3Eh)
| 0F74h | 01110111 | (77h)
| 0F75h | 11010000 | (D0h)
| 0F76h | 00011000 | (18h)
| 0F77h | 11111111 | (FFh)
| 0F78h | 00010001 | (11h)
| 0F79h | 11000110 | (C6h)
| 0F7Ah | 11101000 | (E8h)
| 0F7Bh | 10111011 | (BBh)
| 0F7Ch | 01001101 | (4Dh)
| 0F7Dh | 00111000 | (38h)
| 0F7Eh | 01011011 | (5Bh)
| 0F7Fh | 00110111 | (37h)
| 0F80h | 00010100 | (14h)
| 0F81h | 01011000 | (58h)
| 0F82h | 10111111 | (BFh)
| 0F83h | 00011011 | (1Bh)
| 0F84h | 01000000 | (40h)
| 0F85h | 11110111 | (F7h)
| 0F86h | 10010100 | (94h)
| 0F87h | 00110011 | (33h)
| 0F88h | 10100111 | (A7h)
| 0F89h | 11111010 | (FAh)
| 0F8Ah | 01010000 | (50h)
| 0F8Bh | 01101001 | (69h)
| 0F8Ch | 11101110 | (EEh)
| 0F8Dh | 10010100 | (94h)
| 0F8Eh | 00010101 | (15h)
| 0F8Fh | 01100000 | (60h)
| 0F90h | 01100011 | (63h)
| 0F91h | 10011000 | (98h)
| 0F92h | 00011110 | (1Eh)
| 0F93h | 00111101 | (3Dh)
| 0F94h | 01001000 | (48h)
| 0F95h | 01001001 | (49h)
| 0F96h | 10000000 | (80h)
| 0F97h | 10110000 | (B0h)
| 0F98h | 11000101 | (C5h)
| 0F99h | 11011011 | (DBh)
| 0F9Ah | 11101100 | (ECh)
| 0F9Bh | 01001100 | (4Ch)
| 0F9Ch | 01101110 | (6Eh)
| 0F9Dh | 11000111 | (C7h)
| 0F9Eh | 10111110 | (BEh)
| 0F9Fh | 11010100 | (D4h)
| 0FA0h | 01010100 | (54h)
| 0FA1h | 11001110 | (CEh)
| 0FA2h | 11110111 | (F7h)
| 0FA3h | 01001001 | (49h)
| 0FA4h | 01001100 | (4Ch)
| 0FA5h | 00011001 | (19h)
| 0FA6h | 00111101 | (3Dh)
| 0FA7h | 11110001 | (F1h)
| 0FA8h | 10101001 | (A9h)
| 0FA9h | 00001101 | (0Dh)
| 0FAAh | 10000011 | (83h)
| 0FABh | 01111111 | (7Fh)
| 0FACh | 11011100 | (DCh)
| 0FADh | 00000110 | (06h)
| 0FAEh | 01110011 | (73h)
| 0FAFh | 10000101 | (85h)
| 0FB0h | 11011001 | (D9h)
| 0FB1h | 10010010 | (92h)
| 0FB2h | 00001011 | (0Bh)
| 0FB3h | 00010100 | (14h)
| 0FB4h | 11100001 | (E1h)
| 0FB5h | 00111111 | (3Fh)
| 0FB6h | 10010111 | (97h)
| 0FB7h | 01010100 | (54h)
| 0FB8h | 10110001 | (B1h)
| 0FB9h | 10011100 | (9Ch)
| 0FBAh | 10100111 | (A7h)
| 0FBBh | 10111110 | (BEh)
| 0FBCh | 10110111 | (B7h)
| 0FBDh | 00011111 | (1Fh)
| 0FBEh | 10110101 | (B5h)
| 0FBFh | 10100010 | (A2h)
| 0FC0h | 00101000 | (28h)
| 0FC1h | 00010010 | (12h)
| 0FC2h | 01110011 | (73h)
| 0FC3h | 10110010 | (B2h)
| 0FC4h | 01101111 | (6Fh)
| 0FC5h | 10100100 | (A4h)
| 0FC6h | 10110100 | (B4h)
| 0FC7h | 11011001 | (D9h)
| 0FC8h | 10011100 | (9Ch)
| 0FC9h | 10001000 | (88h)
| 0FCAh | 00101100 | (2Ch)
| 0FCBh | 00011100 | (1Ch)
| 0FCCh | 00001000 | (08h)
| 0FCDh | 01000000 | (40h)
| 0FCEh | 10110111 | (B7h)
| 0FCFh | 10111111 | (BFh)
| 0FD0h | 11100101 | (E5h)
| 0FD1h | 01010101 | (55h)
| 0FD2h | 11000011 | (C3h)
| 0FD3h | 11010101 | (D5h)
| 0FD4h | 00101101 | (2Dh)
| 0FD5h | 10001011 | (8Bh)
| 0FD6h | 11111110 | (FEh)
| 0FD7h | 11000001 | (C1h)
| 0FD8h | 11100110 | (E6h)
| 0FD9h | 10101101 | (ADh)
| 0FDAh | 00010001 | (11h)
| 0FDBh | 11101111 | (EFh)
| 0FDCh | 10110010 | (B2h)
| 0FDDh | 11111000 | (F8h)
| 0FDEh | 01001010 | (4Ah)
| 0FDFh | 10100011 | (A3h)
| 0FE0h | 00001010 | (0Ah)
| 0FE1h | 11110011 | (F3h)
| 0FE2h | 10010111 | (97h)
| 0FE3h | 11011011 | (DBh)
| 0FE4h | 11001110 | (CEh)
| 0FE5h | 10010101 | (95h)
| 0FE6h | 11101001 | (E9h)
| 0FE7h | 01100111 | (67h)
| 0FE8h | 11010011 | (D3h)
| 0FE9h | 01110001 | (71h)
| 0FEAh | 00110011 | (33h)
| 0FEBh | 00111110 | (3Eh)
| 0FECh | 10010000 | (90h)
| 0FEDh | 00010100 | (14h)
| 0FEEh | 10100110 | (A6h)
| 0FEFh | 11001100 | (CCh)
| 0FF0h | 10110101 | (B5h)
| 0FF1h | 00000010 | (02h)
| 0FF2h | 10000100 | (84h)
| 0FF3h | 10101101 | (ADh)
| 0FF4h | 01100000 | (60h)
| 0FF5h | 01111100 | (7Ch)
| 0FF6h | 00010110 | (16h)
| 0FF7h | 01110100 | (74h)
| 0FF8h | 01111011 | (7Bh)
| 0FF9h | 10010001 | (91h)
| 0FFAh | 01001110 | (4Eh)
| 0FFBh | 01011010 | (5Ah)
| 0FFCh | 00001011 | (0Bh)
| 0FFDh | 10111100 | (BCh)
| 0FFEh | 10111110 | (BEh)
| 0FFFh | 01011100 | (5Ch)
| 1000h | 01001011 | (4Bh)
| 1001h | 10001101 | (8Dh)
| 1002h | 01101011 | (6Bh)
| 1003h | 00110110 | (36h)
| 1004h | 11101011 | (EBh)
| 1005h | 10100100 | (A4h)
| 1006h | 10010011 | (93h)
| 1007h | 10110011 | (B3h)
| 1008h | 11011110 | (DEh)
| 1009h | 10110110 | (B6h)
| 100Ah | 01001110 | (4Eh)
| 100Bh | 01010011 | (53h)
| 100Ch | 00100000 | (20h)
| 100Dh | 11000101 | (C5h)
| 100Eh | 01100110 | (66h)
| 100Fh | 00001100 | (0Ch)
| 1010h | 01000000 | (40h)
| 1011h | 11011000 | (D8h)
| 1012h | 11010011 | (D3h)
| 1013h | 01111111 | (7Fh)
| 1014h | 11001110 | (CEh)
| 1015h | 10000111 | (87h)
| 1016h | 01011001 | (59h)
| 1017h | 11100101 | (E5h)
| 1018h | 01011011 | (5Bh)
| 1019h | 00010001 | (11h)
| 101Ah | 10100000 | (A0h)
| 101Bh | 01011011 | (5Bh)
| 101Ch | 00111011 | (3Bh)
| 101Dh | 01110010 | (72h)
| 101Eh | 10011000 | (98h)
| 101Fh | 00111000 | (38h)
| 1020h | 11000000 | (C0h)
| 1021h | 10000100 | (84h)
| 1022h | 11010000 | (D0h)
| 1023h | 01111011 | (7Bh)
| 1024h | 01000000 | (40h)
| 1025h | 11100010 | (E2h)
| 1026h | 10000100 | (84h)
| 1027h | 10001000 | (88h)
| 1028h | 00110100 | (34h)
| 1029h | 10000111 | (87h)
| 102Ah | 10001111 | (8Fh)
| 102Bh | 00010110 | (16h)
| 102Ch | 00100010 | (22h)
| 102Dh | 10000010 | (82h)
| 102Eh | 00000011 | (03h)
| 102Fh | 01011000 | (58h)
| 1030h | 11111000 | (F8h)
| 1031h | 00100010 | (22h)
| 1032h | 01101110 | (6Eh)
| 1033h | 10110100 | (B4h)
| 1034h | 10010010 | (92h)
| 1035h | 00100010 | (22h)
| 1036h | 11111111 | (FFh)
| 1037h | 01000111 | (47h)
| 1038h | 10100000 | (A0h)
| 1039h | 10010101 | (95h)
| 103Ah | 10111111 | (BFh)
| 103Bh | 11111100 | (FCh)
| 103Ch | 11110100 | (F4h)
| 103Dh | 01001001 | (49h)
| 103Eh | 00111010 | (3Ah)
| 103Fh | 01111100 | (7Ch)
| 1040h | 11000100 | (C4h)
| 1041h | 10010001 | (91h)
| 1042h | 10110010 | (B2h)
| 1043h | 10101000 | (A8h)
| 1044h | 01001101 | (4Dh)
| 1045h | 10010000 | (90h)
| 1046h | 00100011 | (23h)
| 1047h | 10111001 | (B9h)
| 1048h | 01001101 | (4Dh)
| 1049h | 01110111 | (77h)
| 104Ah | 01011000 | (58h)
| 104Bh | 01000111 | (47h)
| 104Ch | 01001100 | (4Ch)
| 104Dh | 01011100 | (5Ch)
| 104Eh | 01001001 | (49h)
| 104Fh | 10111011 | (BBh)
| 1050h | 00110100 | (34h)
| 1051h | 00000011 | (03h)
| 1052h | 11111011 | (FBh)
| 1053h | 10101101 | (ADh)
| 1054h | 01000111 | (47h)
| 1055h | 10111011 | (BBh)
| 1056h | 10011111 | (9Fh)
| 1057h | 00111110 | (3Eh)
| 1058h | 01010011 | (53h)
| 1059h | 11110101 | (F5h)
| 105Ah | 10010111 | (97h)
| 105Bh | 10111101 | (BDh)
| 105Ch | 11010110 | (D6h)
| 105Dh | 00100111 | (27h)
| 105Eh | 00001101 | (0Dh)
| 105Fh | 00111100 | (3Ch)
| 1060h | 00001001 | (09h)
| 1061h | 11011111 | (DFh)
| 1062h | 11111101 | (FDh)
| 1063h | 10110000 | (B0h)
| 1064h | 11100000 | (E0h)
| 1065h | 00111101 | (3Dh)
| 1066h | 01111010 | (7Ah)
| 1067h | 01001110 | (4Eh)
| 1068h | 01000101 | (45h)
| 1069h | 10101101 | (ADh)
| 106Ah | 10101110 | (AEh)
| 106Bh | 10110111 | (B7h)
| 106Ch | 10100000 | (A0h)
| 106Dh | 00101100 | (2Ch)
| 106Eh | 10110101 | (B5h)
| 106Fh | 01110111 | (77h)
| 1070h | 01000001 | (41h)
| 1071h | 10100101 | (A5h)
| 1072h | 10101100 | (ACh)
| 1073h | 11010111 | (D7h)
| 1074h | 10001001 | (89h)
| 1075h | 10001101 | (8Dh)
| 1076h | 10100110 | (A6h)
| 1077h | 11000100 | (C4h)
| 1078h | 00001011 | (0Bh)
| 1079h | 00001010 | (0Ah)
| 107Ah | 11000001 | (C1h)
| 107Bh | 10000001 | (81h)
| 107Ch | 10100001 | (A1h)
| 107Dh | 00100010 | (22h)
| 107Eh | 11010111 | (D7h)
| 107Fh | 10110100 | (B4h)
| 1080h | 00101100 | (2Ch)
| 1081h | 11101101 | (EDh)
| 1082h | 00100100 | (24h)
| 1083h | 10010011 | (93h)
| 1084h | 00010001 | (11h)
| 1085h | 11110000 | (F0h)
| 1086h | 01001000 | (48h)
| 1087h | 10111011 | (BBh)
| 1088h | 10000001 | (81h)
| 1089h | 10001010 | (8Ah)
| 108Ah | 00100001 | (21h)
| 108Bh | 01010011 | (53h)
| 108Ch | 00001010 | (0Ah)
| 108Dh | 11111001 | (F9h)
| 108Eh | 10100010 | (A2h)
| 108Fh | 00101111 | (2Fh)
| 1090h | 10110111 | (B7h)
| 1091h | 10110110 | (B6h)
| 1092h | 00000111 | (07h)
| 1093h | 00100010 | (22h)
| 1094h | 11000100 | (C4h)
| 1095h | 01011111 | (5Fh)
| 1096h | 00111100 | (3Ch)
| 1097h | 00111111 | (3Fh)
| 1098h | 11000010 | (C2h)
| 1099h | 01001001 | (49h)
| 109Ah | 01010010 | (52h)
| 109Bh | 11001001 | (C9h)
| 109Ch | 11000100 | (C4h)
| 109Dh | 10111000 | (B8h)
| 109Eh | 11101001 | (E9h)
| 109Fh | 11100110 | (E6h)
| 10A0h | 01011001 | (59h)
| 10A1h | 00010010 | (12h)
| 10A2h | 00100000 | (20h)
| 10A3h | 11010100 | (D4h)
| 10A4h | 01000001 | (41h)
| 10A5h | 00011101 | (1Dh)
| 10A6h | 00011101 | (1Dh)
| 10A7h | 01111100 | (7Ch)
| 10A8h | 11111011 | (FBh)
| 10A9h | 11101011 | (EBh)
| 10AAh | 10001000 | (88h)
| 10ABh | 00100100 | (24h)
| 10ACh | 11011111 | (DFh)
| 10ADh | 10110110 | (B6h)
| 10AEh | 11100101 | (E5h)
| 10AFh | 11111001 | (F9h)
| 10B0h | 01000001 | (41h)
| 10B1h | 00011101 | (1Dh)
| 10B2h | 10011111 | (9Fh)
| 10B3h | 00001001 | (09h)
| 10B4h | 01111010 | (7Ah)
| 10B5h | 11101010 | (EAh)
| 10B6h | 10000000 | (80h)
| 10B7h | 00100110 | (26h)
| 10B8h | 11000010 | (C2h)
| 10B9h | 10011100 | (9Ch)
| 10BAh | 11100111 | (E7h)
| 10BBh | 11111101 | (FDh)
| 10BCh | 01001011 | (4Bh)
| 10BDh | 10000111 | (87h)
| 10BEh | 10110101 | (B5h)
| 10BFh | 01111110 | (7Eh)
| 10C0h | 10001011 | (8Bh)
| 10C1h | 11011111 | (DFh)
| 10C2h | 11010100 | (D4h)
| 10C3h | 10101111 | (AFh)
| 10C4h | 10100011 | (A3h)
| 10C5h | 10010000 | (90h)
| 10C6h | 10011000 | (98h)
| 10C7h | 01000001 | (41h)
| 10C8h | 11010100 | (D4h)
| 10C9h | 00100111 | (27h)
| 10CAh | 10001011 | (8Bh)
| 10CBh | 00101111 | (2Fh)
| 10CCh | 00000001 | (01h)
| 10CDh | 11001011 | (CBh)
| 10CEh | 00100111 | (27h)
| 10CFh | 11010001 | (D1h)
| 10D0h | 01110001 | (71h)
| 10D1h | 01001111 | (4Fh)
| 10D2h | 11101111 | (EFh)
| 10D3h | 11001111 | (CFh)
| 10D4h | 01000001 | (41h)
| 10D5h | 10110010 | (B2h)
| 10D6h | 00000010 | (02h)
| 10D7h | 10110100 | (B4h)
| 10D8h | 00000010 | (02h)
| 10D9h | 01001110 | (4Eh)
| 10DAh | 01100001 | (61h)
| 10DBh | 11101010 | (EAh)
| 10DCh | 10001110 | (8Eh)
| 10DDh | 00101101 | (2Dh)
| 10DEh | 10111001 | (B9h)
| 10DFh | 00100010 | (22h)
| 10E0h | 01001000 | (48h)
| 10E1h | 00011000 | (18h)
| 10E2h | 11011011 | (DBh)
| 10E3h | 11111111 | (FFh)
| 10E4h | 10110001 | (B1h)
| 10E5h | 10110100 | (B4h)
| 10E6h | 10100010 | (A2h)
| 10E7h | 11010001 | (D1h)
| 10E8h | 11100010 | (E2h)
| 10E9h | 11010011 | (D3h)
| 10EAh | 01011110 | (5Eh)
| 10EBh | 00101000 | (28h)
| 10ECh | 10011111 | (9Fh)
| 10EDh | 01100110 | (66h)
| 10EEh | 11111011 | (FBh)
| 10EFh | 00000000 | (00h)
| 10F0h | 01001000 | (48h)
| 10F1h | 11001000 | (C8h)
| 10F2h | 11111001 | (F9h)
| 10F3h | 01100100 | (64h)
| 10F4h | 10111001 | (B9h)
| 10F5h | 00110000 | (30h)
| 10F6h | 01101111 | (6Fh)
| 10F7h | 11100100 | (E4h)
| 10F8h | 10111101 | (BDh)
| 10F9h | 00110111 | (37h)
| 10FAh | 11101000 | (E8h)
| 10FBh | 11001000 | (C8h)
| 10FCh | 11011001 | (D9h)
| 10FDh | 01100110 | (66h)
| 10FEh | 10000101 | (85h)
| 10FFh | 00111100 | (3Ch)
| 1100h | 10011000 | (98h)
| 1101h | 00100100 | (24h)
| 1102h | 00101100 | (2Ch)
| 1103h | 00111110 | (3Eh)
| 1104h | 00111111 | (3Fh)
| 1105h | 00001110 | (0Eh)
| 1106h | 00010110 | (16h)
| 1107h | 10011001 | (99h)
| 1108h | 01101110 | (6Eh)
| 1109h | 11000101 | (C5h)
| 110Ah | 01100101 | (65h)
| 110Bh | 00000001 | (01h)
| 110Ch | 00000010 | (02h)
| 110Dh | 11010011 | (D3h)
| 110Eh | 10011010 | (9Ah)
| 110Fh | 00111011 | (3Bh)
| 1110h | 11110100 | (F4h)
| 1111h | 11001111 | (CFh)
| 1112h | 10000011 | (83h)
| 1113h | 11101001 | (E9h)
| 1114h | 10011010 | (9Ah)
| 1115h | 10011100 | (9Ch)
| 1116h | 01110010 | (72h)
| 1117h | 11111001 | (F9h)
| 1118h | 11101101 | (EDh)
| 1119h | 11111111 | (FFh)
| 111Ah | 11010111 | (D7h)
| 111Bh | 00100110 | (26h)
| 111Ch | 00110110 | (36h)
| 111Dh | 00001101 | (0Dh)
| 111Eh | 11010011 | (D3h)
| 111Fh | 01011001 | (59h)
| 1120h | 10101100 | (ACh)
| 1121h | 00100100 | (24h)
| 1122h | 10010000 | (90h)
| 1123h | 11001001 | (C9h)
| 1124h | 11010000 | (D0h)
| 1125h | 00111100 | (3Ch)
| 1126h | 10001000 | (88h)
| 1127h | 11000000 | (C0h)
| 1128h | 01101001 | (69h)
| 1129h | 01100000 | (60h)
| 112Ah | 00000011 | (03h)
| 112Bh | 01100010 | (62h)
| 112Ch | 11010001 | (D1h)
| 112Dh | 00011111 | (1Fh)
| 112Eh | 01100111 | (67h)
| 112Fh | 10110111 | (B7h)
| 1130h | 00010010 | (12h)
| 1131h | 10001101 | (8Dh)
| 1132h | 11101000 | (E8h)
| 1133h | 10001010 | (8Ah)
| 1134h | 10001101 | (8Dh)
| 1135h | 10011111 | (9Fh)
| 1136h | 00101110 | (2Eh)
| 1137h | 00010110 | (16h)
| 1138h | 01111000 | (78h)
| 1139h | 10101100 | (ACh)
| 113Ah | 11000100 | (C4h)
| 113Bh | 11011000 | (D8h)
| 113Ch | 00010010 | (12h)
| 113Dh | 10000010 | (82h)
| 113Eh | 00101000 | (28h)
| 113Fh | 10100011 | (A3h)
| 1140h | 00100101 | (25h)
| 1141h | 10001001 | (89h)
| 1142h | 10001011 | (8Bh)
| 1143h | 11111001 | (F9h)
| 1144h | 01001010 | (4Ah)
| 1145h | 00110100 | (34h)
| 1146h | 00000111 | (07h)
| 1147h | 00100011 | (23h)
| 1148h | 01000011 | (43h)
| 1149h | 01001001 | (49h)
| 114Ah | 00111101 | (3Dh)
| 114Bh | 10100010 | (A2h)
| 114Ch | 00010111 | (17h)
| 114Dh | 01100010 | (62h)
| 114Eh | 10001010 | (8Ah)
| 114Fh | 11000101 | (C5h)
| 1150h | 10011000 | (98h)
| 1151h | 00110001 | (31h)
| 1152h | 11101110 | (EEh)
| 1153h | 01001011 | (4Bh)
| 1154h | 10000000 | (80h)
| 1155h | 10100110 | (A6h)
| 1156h | 10110000 | (B0h)
| 1157h | 10000000 | (80h)
| 1158h | 00001100 | (0Ch)
| 1159h | 00010111 | (17h)
| 115Ah | 00001011 | (0Bh)
| 115Bh | 01011101 | (5Dh)
| 115Ch | 11101000 | (E8h)
| 115Dh | 00100010 | (22h)
| 115Eh | 11000001 | (C1h)
| 115Fh | 01110110 | (76h)
| 1160h | 11101000 | (E8h)
| 1161h | 11101011 | (EBh)
| 1162h | 10101110 | (AEh)
| 1163h | 00010000 | (10h)
| 1164h | 00100110 | (26h)
| 1165h | 00100100 | (24h)
| 1166h | 00001101 | (0Dh)
| 1167h | 11000000 | (C0h)
| 1168h | 01111111 | (7Fh)
| 1169h | 11111110 | (FEh)
| 116Ah | 11010011 | (D3h)
| 116Bh | 10101110 | (AEh)
| 116Ch | 10001110 | (8Eh)
| 116Dh | 01111001 | (79h)
| 116Eh | 00100010 | (22h)
| 116Fh | 11000111 | (C7h)
| 1170h | 10110010 | (B2h)
| 1171h | 11101111 | (EFh)
| 1172h | 10101000 | (A8h)
| 1173h | 00101101 | (2Dh)
| 1174h | 00010010 | (12h)
| 1175h | 11001001 | (C9h)
| 1176h | 01111100 | (7Ch)
| 1177h | 01011000 | (58h)
| 1178h | 10001110 | (8Eh)
| 1179h | 10110110 | (B6h)
| 117Ah | 11101110 | (EEh)
| 117Bh | 11000001 | (C1h)
| 117Ch | 01100011 | (63h)
| 117Dh | 11110011 | (F3h)
| 117Eh | 01001000 | (48h)
| 117Fh | 01110011 | (73h)
| 1180h | 11100011 | (E3h)
| 1181h | 00010010 | (12h)
| 1182h | 10010101 | (95h)
| 1183h | 01001110 | (4Eh)
| 1184h | 00011100 | (1Ch)
| 1185h | 01110100 | (74h)
| 1186h | 10101011 | (ABh)
| 1187h | 01111111 | (7Fh)
| 1188h | 10000111 | (87h)
| 1189h | 11110100 | (F4h)
| 118Ah | 11001110 | (CEh)
| 118Bh | 10010111 | (97h)
| 118Ch | 11100000 | (E0h)
| 118Dh | 01001001 | (49h)
| 118Eh | 00010100 | (14h)
| 118Fh | 10010000 | (90h)
| 1190h | 01110011 | (73h)
| 1191h | 00100011 | (23h)
| 1192h | 00101110 | (2Eh)
| 1193h | 11011100 | (DCh)
| 1194h | 01010011 | (53h)
| 1195h | 11001100 | (CCh)
| 1196h | 11011100 | (DCh)
| 1197h | 00111010 | (3Ah)
| 1198h | 00101010 | (2Ah)
| 1199h | 10011000 | (98h)
| 119Ah | 00000010 | (02h)
| 119Bh | 10110011 | (B3h)
| 119Ch | 10000101 | (85h)
| 119Dh | 00000111 | (07h)
| 119Eh | 01011011 | (5Bh)
| 119Fh | 00111111 | (3Fh)
| 11A0h | 00011000 | (18h)
| 11A1h | 00001100 | (0Ch)
| 11A2h | 10110111 | (B7h)
| 11A3h | 10101011 | (ABh)
| 11A4h | 01111000 | (78h)
| 11A5h | 00000101 | (05h)
| 11A6h | 11110000 | (F0h)
| 11A7h | 01101111 | (6Fh)
| 11A8h | 01100001 | (61h)
| 11A9h | 10111101 | (BDh)
| 11AAh | 11000010 | (C2h)
| 11ABh | 11111110 | (FEh)
| 11ACh | 01111100 | (7Ch)
| 11ADh | 00001001 | (09h)
| 11AEh | 11101001 | (E9h)
| 11AFh | 01000010 | (42h)
| 11B0h | 11111001 | (F9h)
| 11B1h | 01010011 | (53h)
| 11B2h | 10010000 | (90h)
| 11B3h | 11010101 | (D5h)
| 11B4h | 00111111 | (3Fh)
| 11B5h | 10111111 | (BFh)
| 11B6h | 01011011 | (5Bh)
| 11B7h | 01100100 | (64h)
| 11B8h | 11010111 | (D7h)
| 11B9h | 01000010 | (42h)
| 11BAh | 10000001 | (81h)
| 11BBh | 00110100 | (34h)
| 11BCh | 11100100 | (E4h)
| 11BDh | 10110110 | (B6h)
| 11BEh | 10111011 | (BBh)
| 11BFh | 11010001 | (D1h)
| 11C0h | 11000110 | (C6h)
| 11C1h | 11100011 | (E3h)
| 11C2h | 11000011 | (C3h)
| 11C3h | 01000001 | (41h)
| 11C4h | 00101010 | (2Ah)
| 11C5h | 10101011 | (ABh)
| 11C6h | 11110110 | (F6h)
| 11C7h | 01110011 | (73h)
| 11C8h | 00111011 | (3Bh)
| 11C9h | 00100011 | (23h)
| 11CAh | 11000010 | (C2h)
| 11CBh | 11001011 | (CBh)
| 11CCh | 11100011 | (E3h)
| 11CDh | 11110110 | (F6h)
| 11CEh | 01001011 | (4Bh)
| 11CFh | 10111111 | (BFh)
| 11D0h | 10100101 | (A5h)
| 11D1h | 10100010 | (A2h)
| 11D2h | 10110011 | (B3h)
| 11D3h | 10011000 | (98h)
| 11D4h | 11000100 | (C4h)
| 11D5h | 00001111 | (0Fh)
| 11D6h | 01111100 | (7Ch)
| 11D7h | 10011001 | (99h)
| 11D8h | 00000001 | (01h)
| 11D9h | 00000000 | (00h)
| 11DAh | 10000110 | (86h)
| 11DBh | 10011011 | (9Bh)
| 11DCh | 00010100 | (14h)
| 11DDh | 10101000 | (A8h)
| 11DEh | 10111001 | (B9h)
| 11DFh | 10100111 | (A7h)
| 11E0h | 01001111 | (4Fh)
| 11E1h | 10000000 | (80h)
| 11E2h | 10101100 | (ACh)
| 11E3h | 00110110 | (36h)
| 11E4h | 01110010 | (72h)
| 11E5h | 01110011 | (73h)
| 11E6h | 00001011 | (0Bh)
| 11E7h | 00011011 | (1Bh)
| 11E8h | 00101111 | (2Fh)
| 11E9h | 10010001 | (91h)
| 11EAh | 11011101 | (DDh)
| 11EBh | 10101110 | (AEh)
| 11ECh | 01001110 | (4Eh)
| 11EDh | 00010010 | (12h)
| 11EEh | 10110000 | (B0h)
| 11EFh | 10111000 | (B8h)
| 11F0h | 11000010 | (C2h)
| 11F1h | 00010010 | (12h)
| 11F2h | 10000100 | (84h)
| 11F3h | 10101100 | (ACh)
| 11F4h | 00010000 | (10h)
| 11F5h | 00011101 | (1Dh)
| 11F6h | 00111101 | (3Dh)
| 11F7h | 01001011 | (4Bh)
| 11F8h | 10100000 | (A0h)
| 11F9h | 10000111 | (87h)
| 11FAh | 11111111 | (FFh)
| 11FBh | 00111101 | (3Dh)
| 11FCh | 10011000 | (98h)
| 11FDh | 01100101 | (65h)
| 11FEh | 00101000 | (28h)
| 11FFh | 01001000 | (48h)
| 1200h | 11101111 | (EFh)
| 1201h | 01000100 | (44h)
| 1202h | 01001101 | (4Dh)
| 1203h | 10000011 | (83h)
| 1204h | 10100101 | (A5h)
| 1205h | 00010100 | (14h)
| 1206h | 11111101 | (FDh)
| 1207h | 10110010 | (B2h)
| 1208h | 01100000 | (60h)
| 1209h | 01111000 | (78h)
| 120Ah | 01011111 | (5Fh)
| 120Bh | 11100000 | (E0h)
| 120Ch | 01111001 | (79h)
| 120Dh | 01001111 | (4Fh)
| 120Eh | 11100000 | (E0h)
| 120Fh | 01001000 | (48h)
| 1210h | 11100100 | (E4h)
| 1211h | 00011101 | (1Dh)
| 1212h | 01000111 | (47h)
| 1213h | 10001111 | (8Fh)
| 1214h | 11100111 | (E7h)
| 1215h | 01100001 | (61h)
| 1216h | 01011001 | (59h)
| 1217h | 11110110 | (F6h)
| 1218h | 01001111 | (4Fh)
| 1219h | 11110100 | (F4h)
| 121Ah | 10011101 | (9Dh)
| 121Bh | 01000010 | (42h)
| 121Ch | 01111111 | (7Fh)
| 121Dh | 01101100 | (6Ch)
| 121Eh | 01010110 | (56h)
| 121Fh | 01011011 | (5Bh)
